"prestamo.numprestamo","prestamo.numsucursal","prestamo.importe","prestamo.fecha"
"P-03235","85","62786.56","Sun Apr 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03236","20","82898.48","Sun Jun 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03241","101","49950.64","Sat Aug 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03243","22","144916","Thu Jan 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03259","16","106117.98","Sat Apr 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03271","26","49144.81","Fri May 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03273","74","80159.12","Wed Oct 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03275","142","143924.58","Sat Jan 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03279","92","39586.63","Wed Jan 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03280","52","33010.6","Mon Nov 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03292","65","103066.9","Tue Apr 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03295","74","42411.32","Sun Oct 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03301","37","24185.62","Tue Oct 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03307","37","41121.95","Tue Aug 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03330","52","24148.87","Wed Jun 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03335","169","71023.21","Tue Sep 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03336","154","118239.79","Sun Apr 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03346","16","27046.44","Sat Feb 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03347","125","70947.84","Sat Oct 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03351","125","122899.83","Mon Aug 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03352","85","43754.81","Wed Feb 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03354","119","134525.82","Thu May 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03368","65","119236.64","Fri Jul 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03370","22","137483.34","Sat May 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03381","26","50772.88","Sat Mar 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03388","126","47585.72","Tue Apr 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03389","73","92271.83","Sat Jul 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03390","16","16189.34","Wed May 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03391","52","2984.3","Mon Apr 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03393","152","65479.83","Thu Aug 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03399","34","81186.84","Fri Aug 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03401","142","1233.27","Tue Feb 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03403","187","29499.4","Sat Jul 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03405","125","48236.19","Thu Aug 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03406","125","47414.92","Sun Jul 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03408","142","68927.34","Thu Jun 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03413","52","103617.21","Thu Nov 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03434","37","142255.26","Sun Jun 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03442","16","24166.98","Fri Oct 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03446","152","43994.17","Mon Dec 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03448","68","33322.16","Tue Dec 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03456","121","25590.77","Fri Sep 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03459","89","91128.36","Tue Feb 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03462","126","9251.58","Mon Feb 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03463","20","132066.96","Wed Apr 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03467","4","7207.18","Sun Jan 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03475","66","8958.1","Thu Dec 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03478","74","68247.3","Mon Oct 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03480","23","127715.54","Fri Mar 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03481","89","73076.33","Wed Jun 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03493","187","119421.49","Thu Nov 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03494","66","76225.39","Sat Dec 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03496","74","102198.77","Sun Jul 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03504","146","60819.71","Thu Oct 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03514","65","13054","Sun Dec 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03518","152","38553.49","Mon Jul 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03522","52","150043.52","Sun Oct 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03525","70","126162.11","Sun Sep 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03530","153","79728.7","Sun Oct 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03534","73","44584.68","Sat Nov 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03537","52","91847.3","Sun Sep 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03538","101","95251.12","Mon Apr 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03541","73","67088.27","Fri Mar 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03542","65","77902.65","Wed Aug 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03543","52","105329.81","Sun Sep 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03556","74","103625.57","Sat Jun 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03559","4","96891.31","Sat Apr 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03560","126","114575.68","Tue Oct 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03562","23","79842.15","Thu Oct 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03568","146","117174.34","Sat Dec 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03575","51","74294.92","Tue Jan 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03578","126","64062.23","Mon Jan 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03579","146","94995.43","Sun Dec 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03581","16","72968.09","Sun Sep 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03583","126","6259.78","Mon Oct 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03585","65","86477.33","Mon Jul 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03587","65","126195.37","Mon Jan 02 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03588","142","54430.02","Thu Jul 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03604","153","22532.09","Fri Jul 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03615","154","103753.14","Tue Apr 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03616","121","72772.82","Fri Nov 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03622","141","29052.67","Mon Mar 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03633","85","22468.15","Tue Nov 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03635","70","149368.37","Sat Feb 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03636","70","52295.59","Fri May 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03647","37","77651.91","Tue Jun 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03672","148","3371.88","Tue Mar 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03673","121","56398.45","Sat Dec 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03685","26","91933.99","Sun Sep 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03686","51","74554.98","Fri Jul 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03687","65","125028.15","Sat Jan 28 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03689","92","39750.36","Mon Aug 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03695","101","42609.41","Fri Mar 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03707","16","33348.58","Fri Feb 15 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03711","153","115958.28","Sat Aug 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03712","154","29271.36","Wed Aug 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03715","20","110417.57","Thu Jul 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03716","34","16966.59","Wed Mar 28 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03718","169","53051.71","Sat Nov 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03720","141","91628.24","Tue Nov 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03724","73","22852.21","Sat Mar 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03725","37","95040.63","Sun Nov 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03736","141","147352.07","Mon Feb 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03738","22","53685.75","Tue Mar 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03755","70","116460.39","Mon May 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03758","73","21764.83","Fri Dec 12 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03759","22","122262.8","Sun Sep 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03765","85","16833.49","Thu Sep 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03767","23","17334.76","Thu May 29 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03770","22","4475.75","Tue Feb 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03775","73","140925.79","Tue Sep 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03784","153","57217.5","Fri Sep 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03798","65","106743.57","Thu Feb 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03800","16","137396.22","Sat Sep 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03803","121","7503.97","Wed Aug 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03810","16","86947.78","Wed Nov 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03811","148","137111.16","Fri Aug 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03812","64","129421.17","Thu Dec 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03814","187","87555.34","Mon Mar 11 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03815","169","27347.12","Tue Apr 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03817","165","42808.22","Sat Mar 03 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03819","65","29700.18","Sun Nov 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03821","26","133025.09","Tue Sep 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03827","154","1393.16","Sat Aug 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03828","16","98203.21","Sat Nov 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03833","64","11303.99","Tue Mar 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03836","152","134606.06","Sun Jul 22 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03838","142","147891.43","Sun Dec 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03846","51","103166.38","Tue Sep 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03853","119","30944.07","Wed Aug 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03854","154","113685.73","Tue Mar 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03855","148","25542.68","Mon Jan 20 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03862","152","83596.09","Thu Jan 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-03876","92","82806.67","Thu Jul 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03887","52","102515.51","Mon Sep 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03889","66","85580.47","Thu Jun 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03893","66","140347.75","Sun Jan 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03897","26","100258.81","Mon Oct 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03900","52","78336.54","Sun Aug 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03915","169","53208.08","Wed Aug 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03920","141","11815.56","Sat Aug 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03921","66","134886.99","Fri Feb 03 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03923","68","114878.71","Wed Aug 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03926","70","142418.83","Wed Dec 11 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03929","92","17137.77","Thu Nov 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03940","37","122152","Mon Oct 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03941","52","105180.99","Sat Dec 08 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-03944","153","136040.7","Fri Aug 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03945","22","104463.04","Fri May 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03947","70","35221.37","Sat Oct 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03961","65","112765.5","Tue Sep 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03965","64","105993.09","Thu Sep 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-03966","187","118707.97","Thu Sep 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-03973","89","120361.32","Thu May 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-03977","165","50483.06","Sat Jan 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-03992","74","135066.66","Fri Oct 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04001","64","23674.05","Tue Nov 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04017","126","97742.1","Wed Jul 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04024","70","58444.93","Wed Apr 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04027","169","28769.33","Tue Nov 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04029","52","15604.14","Fri Apr 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04032","154","56808.64","Wed Feb 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04036","187","99077.02","Sun Mar 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04038","85","26732.99","Thu Jan 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04044","142","13350.34","Thu Nov 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04047","73","19107.54","Wed Nov 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04052","16","108136.08","Wed Jan 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04054","16","9123.4","Sat Mar 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04072","119","80434.41","Tue Apr 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04078","169","141757.35","Wed May 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04085","148","101370.47","Fri Dec 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04089","52","99720.77","Sat May 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04091","119","136532.99","Wed Mar 21 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04093","34","63005.25","Mon Sep 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04098","89","98959.27","Tue Jul 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04103","22","49573.27","Thu Oct 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04104","146","96351.55","Fri Feb 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04107","26","22809.55","Sun Dec 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04116","23","95808.06","Thu Jun 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04119","70","137324.1","Sun Aug 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04122","73","49781.38","Tue Nov 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04124","101","101195.59","Mon Feb 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04125","23","118919.82","Sun Aug 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04126","121","62676.14","Tue Jun 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04128","74","43151.1","Mon Jul 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04129","126","64837.03","Wed May 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04132","64","84621.99","Sat Mar 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04137","73","138644.44","Wed Mar 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04143","70","62023.23","Tue Nov 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04145","152","93984.85","Thu May 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04157","70","46967.11","Tue Nov 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04165","85","60090.89","Sun Jan 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04166","146","49458.18","Fri Feb 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04176","101","119372.17","Tue Mar 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04184","89","16682.83","Sat May 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04185","152","39623.38","Mon Oct 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04201","70","131510.04","Tue Oct 30 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04205","64","134640.24","Mon Jun 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04209","126","4228.78","Sat Oct 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04212","142","11987.83","Thu Sep 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04214","119","43297.89","Fri Apr 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04216","154","112138.65","Fri Apr 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04219","89","72606.81","Tue Sep 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04221","148","19531.85","Sat Jun 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04222","169","86828.3","Tue Mar 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04226","22","29179.22","Fri Jul 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04234","52","19962.36","Thu Jul 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04235","141","126800.18","Wed Jan 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04242","34","117723.69","Wed Sep 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04257","101","15554.78","Mon Oct 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04269","141","41052.23","Thu Dec 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04283","154","93761.64","Wed May 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04303","85","5301.59","Thu Jul 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04304","152","85229.77","Sat Oct 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04305","148","67294.42","Tue Aug 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04313","51","96614.53","Mon Dec 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04316","65","29820.13","Mon Apr 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04317","152","36129.08","Sun Jun 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04319","146","16046.2","Wed Nov 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04324","141","10425.25","Sat Sep 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04326","52","113934.41","Mon Nov 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04328","154","25581.14","Wed Dec 26 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04341","165","56263.52","Sat Mar 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04345","65","68605.98","Wed Jan 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04352","141","68475.27","Wed Nov 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04364","20","117373.88","Wed May 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04366","4","65815.09","Mon Oct 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04367","121","108616.38","Sun Jun 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04379","152","123911.72","Mon May 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04380","125","146002.13","Tue Dec 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04382","154","6588.19","Mon Jul 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04385","64","103565.85","Fri Aug 02 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04386","142","109089.01","Thu May 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04389","70","21648.57","Fri Apr 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04395","152","50515.16","Mon Jun 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04404","169","131081.82","Fri Oct 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04410","142","97601.28","Sat Aug 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04418","37","35792.96","Tue May 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04424","65","86151.99","Sat May 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04431","125","93477.24","Tue Nov 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04434","126","113130.85","Fri May 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04450","51","105882.08","Sun Mar 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04453","126","38639.44","Tue Jul 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04454","92","119631.63","Thu Feb 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04465","37","27571.8","Thu Jun 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04472","22","16807.09","Mon Dec 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04473","125","150641.96","Wed Nov 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04475","66","34529.57","Fri Nov 30 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04485","146","105953.49","Sat Aug 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04487","26","91513.27","Thu Jul 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04489","125","23058.68","Mon Aug 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04491","125","99962.51","Mon Jun 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04504","146","139278.38","Sun Oct 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04505","64","134791.06","Sun Feb 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04513","165","108952.57","Thu Jul 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04515","85","123029.61","Sat Apr 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04517","64","12102.14","Tue Jul 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04520","101","112032.53","Fri Feb 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04522","154","85961.95","Wed Nov 26 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04524","22","68508.22","Thu Nov 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04525","152","11900.31","Sun Jan 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04526","64","110343.03","Wed May 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04529","169","80796.45","Mon Aug 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04537","74","119578.81","Fri Mar 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04539","26","132940.97","Tue Jul 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04546","4","34006.27","Sun Nov 24 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04550","165","138594.96","Mon Dec 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04565","73","114023.41","Wed Aug 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04573","142","103750.49","Sun Jul 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04577","121","36015.9","Wed Mar 28 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04578","22","18772.63","Wed Jun 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04590","23","100860.49","Wed Oct 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04591","20","44771.5","Fri Oct 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04592","66","24514.72","Sat Nov 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04594","4","132182.5","Wed Aug 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04595","101","87159.86","Sat Jun 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04599","34","133061.03","Mon Apr 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04601","51","18383.82","Thu May 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04609","85","66958.11","Thu Apr 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04614","125","108064.88","Mon Mar 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04624","153","124732.91","Sat Sep 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04627","64","101817.11","Sat Jul 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04636","64","69715.66","Mon Aug 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-04643","148","88498.8","Thu Apr 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04644","101","14068.23","Thu Nov 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-04648","187","75946.03","Wed May 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04649","169","118281.52","Sat Jul 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-04650","51","139817.56","Thu May 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-04654","89","78242.37","Mon Jan 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-04663","152","40785.35","Wed Dec 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-04670","153","122932.93","Sat Jul 19 2014 00:00:00 GMT-0500 (hora de verano central)"
